idx,db_id,question,gold_sql,hardness,din_sql_pred,din_sql_correct,dail_sql_pred,dail_sql_correct
545,student_transcripts_tracking,What are all the course names of the courses which ever have students enrolled in?,SELECT DISTINCT T1.course_name FROM Courses AS T1 JOIN Student_Enrolment_Courses AS T2 ON T1.course_id  =  T2.course_id,medium,SELECT DISTINCT T1.course_name FROM Courses AS T1 JOIN Student_Enrolment_Courses AS T2 ON T1.course_id = T2.course_id,True,SELECT DISTINCT c.course_name FROM Courses c JOIN Student_Enrolment_Courses sec ON c.course_id = sec.course_id,True
546,student_transcripts_tracking,What are the names of all courses that have some students enrolled?,SELECT DISTINCT T1.course_name FROM Courses AS T1 JOIN Student_Enrolment_Courses AS T2 ON T1.course_id  =  T2.course_id,medium,SELECT DISTINCT T1.course_name FROM Courses AS T1 JOIN Student_Enrolment_Courses AS T2 ON T1.course_id = T2.course_id,True,SELECT DISTINCT T1.course_name FROM Courses AS T1 JOIN Student_Enrolment_Courses AS T2 ON T1.course_id = T2.course_id,True
547,student_transcripts_tracking,What's the name of the course with most number of enrollments?,SELECT  T1.course_name FROM Courses AS T1 JOIN Student_Enrolment_Courses AS T2 ON T1.course_id  =  T2.course_id GROUP BY T1.course_name ORDER BY count(*) DESC LIMIT 1,extra,SELECT T1.course_name FROM Courses AS T1 JOIN Student_Enrolment_Courses AS T2 ON T1.course_id = T2.course_id GROUP BY T1.course_id ORDER BY COUNT(T2.student_course_id) DESC LIMIT 1,False,SELECT T1.course_name FROM Courses AS T1 JOIN Student_Enrolment_Courses AS T2 ON T1.course_id = T2.course_id GROUP BY T1.course_name ORDER BY COUNT(*) DESC LIMIT 1,True
548,student_transcripts_tracking,What is the name of the course with the most students enrolled?,SELECT  T1.course_name FROM Courses AS T1 JOIN Student_Enrolment_Courses AS T2 ON T1.course_id  =  T2.course_id GROUP BY T1.course_name ORDER BY count(*) DESC LIMIT 1,extra,"SELECT c.course_name FROM Courses c JOIN Student_Enrolment_Courses sec ON c.course_id = sec.course_id JOIN Student_Enrolment se ON sec.student_enrolment_id = se.student_enrolment_id GROUP BY c.course_id, c.course_name ORDER BY COUNT(DISTINCT se.student_id) DESC LIMIT 1",False,"SELECT T1.course_name FROM Courses AS T1 JOIN Student_Enrolment_Courses AS T2 ON T1.course_id = T2.course_id GROUP BY T1.course_id, T1.course_name ORDER BY COUNT(*) DESC LIMIT 1",False
549,student_transcripts_tracking,Find the last name of the students who currently live in the state of North Carolina but have not registered in any degree program.,SELECT T1.last_name FROM Students AS T1 JOIN Addresses AS T2 ON T1.current_address_id  =  T2.address_id WHERE T2.state_province_county  =  'NorthCarolina' EXCEPT SELECT DISTINCT T3.last_name FROM Students AS T3 JOIN Student_Enrolment AS T4 ON T3.student_id  =  T4.student_id,hard,SELECT T1.last_name FROM Students AS T1 JOIN Addresses AS T2 ON T1.current_address_id = T2.address_id WHERE T2.state_province_county = 'North Carolina' AND T1.student_id NOT IN (SELECT student_id FROM Student_Enrolment),False,SELECT T1.last_name FROM Students AS T1 JOIN Addresses AS T2 ON T1.current_address_id = T2.address_id WHERE T2.state_province_county = 'North Carolina' AND T1.student_id NOT IN ( SELECT student_id FROM Student_Enrolment ),False
550,student_transcripts_tracking,What are the last name of the students who live in North Carolina but have not registered in any degree programs?,SELECT T1.last_name FROM Students AS T1 JOIN Addresses AS T2 ON T1.current_address_id  =  T2.address_id WHERE T2.state_province_county  =  'NorthCarolina' EXCEPT SELECT DISTINCT T3.last_name FROM Students AS T3 JOIN Student_Enrolment AS T4 ON T3.student_id  =  T4.student_id,hard,SELECT s.last_name FROM Students s JOIN Addresses a ON s.current_address_id = a.address_id WHERE a.state_province_county = 'North Carolina' AND s.student_id NOT IN ( SELECT student_id FROM Student_Enrolment ),False,SELECT DISTINCT s.last_name FROM Students AS s JOIN Addresses AS a ON s.current_address_id = a.address_id WHERE a.state_province_county = 'North Carolina' AND s.student_id NOT IN ( SELECT student_id FROM Student_Enrolment ),False
551,student_transcripts_tracking,Show the date and id of the transcript with at least 2 course results.,"SELECT T2.transcript_date ,  T1.transcript_id FROM Transcript_Contents AS T1 JOIN Transcripts AS T2 ON T1.transcript_id  =  T2.transcript_id GROUP BY T1.transcript_id HAVING count(*)  >=  2",extra,"SELECT T1.transcript_date, T1.transcript_id FROM Transcripts AS T1 JOIN Transcript_Contents AS T2 ON T1.transcript_id = T2.transcript_id GROUP BY T2.transcript_id HAVING COUNT(T2.student_course_id) >= 2",True,"SELECT T1.transcript_id, T1.transcript_date FROM Transcripts AS T1 JOIN Transcript_Contents AS T2 ON T1.transcript_id = T2.transcript_id GROUP BY T1.transcript_id HAVING COUNT(*) >= 2",False
552,student_transcripts_tracking,What is the date and id of the transcript with at least 2 courses listed?,"SELECT T2.transcript_date ,  T1.transcript_id FROM Transcript_Contents AS T1 JOIN Transcripts AS T2 ON T1.transcript_id  =  T2.transcript_id GROUP BY T1.transcript_id HAVING count(*)  >=  2",extra,"select Transcripts.transcript_date , Transcripts.transcript_id from Transcripts where count(Transcript_Contents.*) >= 2 group by Transcript_Contents.transcript_id SQL: SELECT T1.transcript_date , T1.transcript_id FROM Transcripts AS T1 JOIN Transcript_Contents AS T2 ON T1.transcript_id = T2.transcript_id GROUP BY T2.transcript_id HAVING count(*) >= 2",False,"SELECT t.transcript_id, t.transcript_date FROM Transcripts t JOIN Transcript_Contents tc ON t.transcript_id = tc.transcript_id GROUP BY t.transcript_id, t.transcript_date HAVING COUNT(tc.student_course_id) >= 2",False
553,student_transcripts_tracking,What is the phone number of the man with the first name Timmothy and the last name Ward?,SELECT cell_mobile_number FROM Students WHERE first_name  =  'Timmothy' AND last_name  =  'Ward',easy,SELECT cell_mobile_number FROM Students WHERE first_name = 'Timmothy' AND last_name = 'Ward',True,SELECT cell_mobile_number FROM Students WHERE first_name = 'Timmothy' AND last_name = 'Ward',True
554,student_transcripts_tracking,What is the mobile phone number of the student named Timmothy Ward ?,select cell_mobile_number from students where first_name  =  'timmothy' and last_name  =  'ward',easy,SELECT cell_mobile_number FROM Students WHERE first_name = 'Timmothy' AND last_name = 'Ward',False,SELECT cell_mobile_number FROM Students WHERE first_name = 'Timmothy' AND last_name = 'Ward',False
555,student_transcripts_tracking,"Who is the first student to register? List the first name, middle name and last name.","SELECT first_name ,  middle_name ,  last_name FROM Students ORDER BY date_first_registered ASC LIMIT 1",medium,"SELECT first_name, middle_name, last_name FROM Students ORDER BY date_first_registered LIMIT 1",True,"SELECT first_name, middle_name, last_name FROM Students ORDER BY date_first_registered ASC LIMIT 1",True
556,student_transcripts_tracking,"What is the first, middle, and last name of the first student to register?","SELECT first_name ,  middle_name ,  last_name FROM Students ORDER BY date_first_registered ASC LIMIT 1",medium,"SELECT first_name, middle_name, last_name FROM Students ORDER BY date_first_registered LIMIT 1",True,"SELECT first_name, middle_name, last_name FROM Students ORDER BY date_first_registered ASC LIMIT 1",True
557,student_transcripts_tracking,"Who is the earliest graduate of the school? List the first name, middle name and last name.","SELECT first_name ,  middle_name ,  last_name FROM Students ORDER BY date_left ASC LIMIT 1",medium,"SELECT first_name, middle_name, last_name FROM Students WHERE date_left IS NOT NULL ORDER BY date_left ASC LIMIT 1",True,"SELECT first_name, middle_name, last_name FROM Students WHERE date_left IS NOT NULL ORDER BY date_left ASC LIMIT 1",True
558,student_transcripts_tracking,"What is the first, middle, and last name of the earliest school graduate?","SELECT first_name ,  middle_name ,  last_name FROM Students ORDER BY date_left ASC LIMIT 1",medium,"SELECT first_name, middle_name, last_name FROM Students ORDER BY date_left ASC LIMIT 1",True,"SELECT first_name, middle_name, last_name FROM Students WHERE date_left IS NOT NULL ORDER BY date_left ASC LIMIT 1",True
559,student_transcripts_tracking,Whose permanent address is different from his or her current address? List his or her first name.,SELECT first_name FROM Students WHERE current_address_id != permanent_address_id,easy,SELECT first_name FROM Students WHERE permanent_address_id != current_address_id,True,SELECT DISTINCT S.first_name FROM Students AS S JOIN Addresses AS CurrentAddr ON S.current_address_id = CurrentAddr.address_id JOIN Addresses AS PermanentAddr ON S.permanent_address_id = PermanentAddr.address_id WHERE CurrentAddr.address_id != PermanentAddr.address_id,True
560,student_transcripts_tracking,What is the first name of the student whose permanent address is different from his or her current one?,SELECT first_name FROM Students WHERE current_address_id != permanent_address_id,easy,SELECT first_name FROM Students WHERE permanent_address_id != current_address_id,True,SELECT DISTINCT S.first_name FROM Students AS S JOIN Addresses AS CurrentAddr ON S.current_address_id = CurrentAddr.address_id JOIN Addresses AS PermanentAddr ON S.permanent_address_id = PermanentAddr.address_id WHERE CurrentAddr.address_id != PermanentAddr.address_id OR CurrentAddr.line_1 != PermanentAddr.line_1 OR CurrentAddr.line_2 != PermanentAddr.line_2 OR CurrentAddr.line_3 != PermanentAddr.line_3 OR CurrentAddr.city != PermanentAddr.city OR CurrentAddr.zip_postcode != PermanentAddr.zip_postcode OR CurrentAddr.state_province_county != PermanentAddr.state_province_county OR CurrentAddr.country != PermanentAddr.country,True
561,student_transcripts_tracking,Which address holds the most number of students currently? List the address id and all lines.,"SELECT T1.address_id ,  T1.line_1 ,  T1.line_2 FROM Addresses AS T1 JOIN Students AS T2 ON T1.address_id  =  T2.current_address_id GROUP BY T1.address_id ORDER BY count(*) DESC LIMIT 1",extra,"SELECT A.address_id, A.line_1, A.line_2, A.line_3, A.city, A.zip_postcode, A.state_province_county, A.country, A.other_address_details FROM Students AS S JOIN Addresses AS A ON S.current_address_id = A.address_id GROUP BY A.address_id ORDER BY COUNT(S.student_id) DESC LIMIT 1",False,"SELECT A.address_id, A.line_1, A.line_2, A.line_3, COUNT(S.student_id) AS student_count FROM Addresses A JOIN Students S ON A.address_id = S.current_address_id GROUP BY A.address_id, A.line_1, A.line_2, A.line_3 ORDER BY student_count DESC LIMIT 1",False
562,student_transcripts_tracking,"What is the id, line 1, and line 2 of the address with the most students?","SELECT T1.address_id ,  T1.line_1 ,  T1.line_2 FROM Addresses AS T1 JOIN Students AS T2 ON T1.address_id  =  T2.current_address_id GROUP BY T1.address_id ORDER BY count(*) DESC LIMIT 1",extra,"WITH Student_Addresses AS ( SELECT current_address_id AS address_id FROM Students UNION ALL SELECT permanent_address_id AS address_id FROM Students ), Address_Counts AS ( SELECT address_id, COUNT(*) AS student_count FROM Student_Addresses WHERE address_id IS NOT NULL GROUP BY address_id ) SELECT A.address_id, A.line_1, A.line_2 FROM Addresses A JOIN Address_Counts AC ON A.address_id = AC.address_id WHERE AC.student_count = (SELECT MAX(student_count) FROM Address_Counts)",True,"SELECT T1.address_id, T1.line_1, T1.line_2 FROM Addresses AS T1 JOIN Students AS T2 ON T1.address_id = T2.current_address_id OR T1.address_id = T2.permanent_address_id GROUP BY T1.address_id ORDER BY COUNT(*) DESC LIMIT 1",True
563,student_transcripts_tracking,"On average, when were the transcripts printed?",SELECT avg(transcript_date) FROM Transcripts,easy,SELECT AVG(transcript_date) FROM Transcripts,True,SELECT AVG(transcript_date) AS average_transcript_date FROM Transcripts,True
564,student_transcripts_tracking,What is the average transcript date?,SELECT avg(transcript_date) FROM Transcripts,easy,SELECT AVG(transcript_date) FROM Transcripts,True,SELECT AVG(transcript_date) FROM Transcripts,True
565,student_transcripts_tracking,When is the first transcript released? List the date and details.,"SELECT transcript_date ,  other_details FROM Transcripts ORDER BY transcript_date ASC LIMIT 1",medium,"SELECT transcript_date, other_details FROM Transcripts ORDER BY transcript_date ASC LIMIT 1",True,"SELECT transcript_date, other_details FROM Transcripts ORDER BY transcript_date ASC LIMIT 1",True
566,student_transcripts_tracking,"What is the earliest date of a transcript release, and what details can you tell me?","SELECT transcript_date ,  other_details FROM Transcripts ORDER BY transcript_date ASC LIMIT 1",medium,"SELECT transcript_date, other_details FROM Transcripts ORDER BY transcript_date ASC LIMIT 1",True,"SELECT transcript_date, other_details FROM Transcripts ORDER BY transcript_date ASC LIMIT 1",True
567,student_transcripts_tracking,How many transcripts are released?,SELECT count(*) FROM Transcripts,easy,SELECT COUNT(*) FROM Transcripts,True,SELECT COUNT(*) FROM Transcripts,True
568,student_transcripts_tracking,How many transcripts are listed?,SELECT count(*) FROM Transcripts,easy,SELECT COUNT(*) FROM Transcripts,True,SELECT COUNT(*) FROM Transcripts,True
569,student_transcripts_tracking,What is the last transcript release date?,SELECT transcript_date FROM Transcripts ORDER BY transcript_date DESC LIMIT 1,medium,SELECT MAX(transcript_date) FROM Transcripts,True,SELECT MAX(transcript_date) AS last_transcript_release_date FROM Transcripts,True
570,student_transcripts_tracking,When was the last transcript released?,SELECT transcript_date FROM Transcripts ORDER BY transcript_date DESC LIMIT 1,medium,SELECT MAX(transcript_date) FROM Transcripts,True,SELECT transcript_date FROM Transcripts ORDER BY transcript_date DESC LIMIT 1,True
571,student_transcripts_tracking,How many times at most can a course enrollment result show in different transcripts? Also show the course enrollment id.,"SELECT count(*) ,  student_course_id FROM Transcript_Contents GROUP BY student_course_id ORDER BY count(*) DESC LIMIT 1",hard,"SELECT student_course_id, COUNT(*) AS transcript_count FROM Transcript_Contents GROUP BY student_course_id HAVING COUNT(*) = ( SELECT MAX(cnt) FROM ( SELECT COUNT(*) AS cnt FROM Transcript_Contents GROUP BY student_course_id ) AS counts )",False,"SELECT tc.student_course_id, COUNT(tc.transcript_id) AS transcript_count FROM Transcript_Contents tc GROUP BY tc.student_course_id ORDER BY transcript_count DESC LIMIT 1",False
572,student_transcripts_tracking,What is the maximum number of times that a course shows up in different transcripts and what is that course's enrollment id?,"SELECT count(*) ,  student_course_id FROM Transcript_Contents GROUP BY student_course_id ORDER BY count(*) DESC LIMIT 1",hard,"select max(course_count), student_course_id from ( select count(*) as course_count, sec.student_course_id from Transcript_Contents as tc join Student_Enrolment_Courses as sec on tc.student_course_id = sec.student_course_id group by sec.course_id, sec.student_course_id ) as sub ``` But wait — grouping by `student_course_id` alone might not give per-course counts across transcripts. Let's refine: Actually, each `student_course_id` is unique to a student's enrollment in a course. A course can have multiple `student_course_id`s (different students). We want: - Per course, how many times it appears in transcripts (across all enrollments). - Then find the max, and for that course, get one (or all) `student_course_id`. Better: 1. Count per course: ``` select sec.course_id, count(tc.transcript_id) as transcript_count from Transcript_Contents tc join Student_Enrolment_Courses sec on tc.student_course_id = sec.student_course_id group by sec.course_id ``` 2. Find max count: ``` select max(transcript_count) from (above subquery) ``` 3. Join",False,"SELECT tc.student_course_id, COUNT(tc.transcript_id) AS transcript_count FROM Transcript_Contents tc GROUP BY tc.student_course_id ORDER BY transcript_count DESC LIMIT 1",False
573,student_transcripts_tracking,"Show the date of the transcript which shows the least number of results, also list the id.","SELECT T2.transcript_date ,  T1.transcript_id FROM Transcript_Contents AS T1 JOIN Transcripts AS T2 ON T1.transcript_id  =  T2.transcript_id GROUP BY T1.transcript_id ORDER BY count(*) ASC LIMIT 1",extra,"SELECT T1.transcript_date, T1.transcript_id FROM Transcripts AS T1 JOIN Transcript_Contents AS T2 ON T1.transcript_id = T2.transcript_id GROUP BY T1.transcript_id HAVING COUNT(*) = ( SELECT MIN(cnt) FROM ( SELECT COUNT(*) AS cnt FROM Transcript_Contents GROUP BY transcript_id ) AS counts )",False,"SELECT T.transcript_id, T.transcript_date FROM Transcripts AS T JOIN Transcript_Contents AS TC ON T.transcript_id = TC.transcript_id GROUP BY T.transcript_id ORDER BY COUNT(*) ASC LIMIT 1",False
574,student_transcripts_tracking,What is the date and id of the transcript with the least number of results?,"SELECT T2.transcript_date ,  T1.transcript_id FROM Transcript_Contents AS T1 JOIN Transcripts AS T2 ON T1.transcript_id  =  T2.transcript_id GROUP BY T1.transcript_id ORDER BY count(*) ASC LIMIT 1",extra,"SELECT T1.transcript_date, T1.transcript_id FROM Transcripts AS T1 JOIN Transcript_Contents AS T2 ON T1.transcript_id = T2.transcript_id GROUP BY T1.transcript_id HAVING COUNT(*) = ( SELECT COUNT(*) FROM Transcript_Contents GROUP BY transcript_id ORDER BY COUNT(*) LIMIT 1 )",False,"SELECT T.transcript_id, T.transcript_date FROM Transcripts AS T JOIN Transcript_Contents AS TC ON T.transcript_id = TC.transcript_id GROUP BY T.transcript_id ORDER BY COUNT(TC.student_course_id) ASC LIMIT 1",False
575,student_transcripts_tracking,Find the semester when both Master students and Bachelor students got enrolled in.,SELECT DISTINCT T2.semester_id FROM Degree_Programs AS T1 JOIN Student_Enrolment AS T2 ON T1.degree_program_id  =  T2.degree_program_id WHERE degree_summary_name  =  'Master' INTERSECT SELECT DISTINCT T2.semester_id FROM Degree_Programs AS T1 JOIN Student_Enrolment AS T2 ON T1.degree_program_id  =  T2.degree_program_id WHERE degree_summary_name  =  'Bachelor',hard,SELECT T1.semester_name FROM Semesters AS T1 WHERE EXISTS ( SELECT * FROM Student_Enrolment AS T2 JOIN Degree_Programs AS T3 ON T2.degree_program_id = T3.degree_program_id WHERE T2.semester_id = T1.semester_id AND T3.degree_summary_name = 'Master' ) AND EXISTS ( SELECT * FROM Student_Enrolment AS T2 JOIN Degree_Programs AS T3 ON T2.degree_program_id = T3.degree_program_id WHERE T2.semester_id = T1.semester_id AND T3.degree_summary_name = 'Bachelor' ),False,SELECT semester_name FROM Semesters WHERE semester_id IN ( SELECT SE.semester_id FROM Student_Enrolment SE JOIN Degree_Programs DP ON SE.degree_program_id = DP.degree_program_id WHERE DP.degree_summary_name = 'Master' INTERSECT SELECT SE.semester_id FROM Student_Enrolment SE JOIN Degree_Programs DP ON SE.degree_program_id =,False
576,student_transcripts_tracking,What is the id of the semester that had both Masters and Bachelors students enrolled?,SELECT DISTINCT T2.semester_id FROM Degree_Programs AS T1 JOIN Student_Enrolment AS T2 ON T1.degree_program_id  =  T2.degree_program_id WHERE degree_summary_name  =  'Master' INTERSECT SELECT DISTINCT T2.semester_id FROM Degree_Programs AS T1 JOIN Student_Enrolment AS T2 ON T1.degree_program_id  =  T2.degree_program_id WHERE degree_summary_name  =  'Bachelor',hard,SELECT semester_id FROM Student_Enrolment JOIN Degree_Programs ON Student_Enrolment.degree_program_id = Degree_Programs.degree_program_id WHERE Degree_Programs.degree_summary_name = 'Masters' INTERSECT SELECT semester_id FROM Student_Enrolment JOIN Degree_Programs ON Student_Enrolment.degree_program_id = Degree_Programs.degree_program_id WHERE Degree_Programs.degree_summary_name = 'Bachelors',False,SELECT se.semester_id FROM Student_Enrolment se JOIN Degree_Programs dp ON se.degree_program_id = dp.degree_program_id WHERE dp.degree,False
577,student_transcripts_tracking,How many different addresses do the students currently live?,SELECT count(DISTINCT current_address_id) FROM Students,easy,select count(distinct Addresses.address_id) from Addresses where Addresses.address_id in (select Students.current_address_id from Students) **SQL:** SELECT COUNT(DISTINCT T1.address_id) FROM Addresses AS T1 JOIN Students AS T2 ON T1.address_id = T2.current_address_id,False,SELECT COUNT(DISTINCT current_address_id) FROM Students,True
578,student_transcripts_tracking,What are the different addresses that have students living there?,SELECT count(DISTINCT current_address_id) FROM Students,easy,"SELECT DISTINCT T1.*` which is fine, but since `address_id` is the primary key of `Addresses`, we don’t strictly need `DISTINCT` if we’re joining on a foreign key that uniquely matches each address row — but here, the same address could appear twice if a student has both current and permanent address the same, or if multiple students share an address. `DISTINCT` is appropriate.",False,"SELECT DISTINCT t1.address_id, t1.line_1, t1.line_2, t1.line_3, t1.city, t1.zip_postcode, t1.state_province_county, t1.country, t1.other_address_details FROM Addresses AS t1 JOIN Students AS t2 ON t1.address_id = t2.current_address_id OR t1.address_id = t2.permanent_address_id",False
579,student_transcripts_tracking,List all the student details in reversed lexicographical order.,SELECT other_student_details FROM Students ORDER BY other_student_details DESC,medium,SELECT * FROM Students ORDER BY last_name DESC,False,"SELECT * FROM Students ORDER BY last_name DESC, middle_name DESC, first_name DESC",False
580,student_transcripts_tracking,What other details can you tell me about students in reverse alphabetical order?,SELECT other_student_details FROM Students ORDER BY other_student_details DESC,medium,SELECT other_student_details FROM Students ORDER BY last_name DESC,False,"SELECT first_name, middle_name, last_name, cell_mobile_number, email_address, ssn, date_first_registered, date_left, other_student_details FROM Students ORDER BY last_name DESC, first_name DESC, middle_name DESC",False
581,student_transcripts_tracking,Describe the section h.,SELECT section_description FROM Sections WHERE section_name  =  'h',easy,SELECT section_description FROM Sections WHERE section_name = 'h',True,SELECT DESCRIBE Sections,False
582,student_transcripts_tracking,What is the description for the section named h?,SELECT section_description FROM Sections WHERE section_name  =  'h',easy,SELECT section_description FROM Sections WHERE section_name = 'h',True,SELECT section_description FROM Sections WHERE section_name = 'h',True
583,student_transcripts_tracking,Find the first name of the students who permanently live in the country Haiti or have the cell phone number 09700166582 .,select t1.first_name from students as t1 join addresses as t2 on t1.permanent_address_id  =  t2.address_id where t2.country  =  'haiti' or t1.cell_mobile_number  =  '09700166582',medium,SELECT T1.first_name FROM Students AS T1 LEFT JOIN Addresses AS T2 ON T1.permanent_address_id = T2.address_id WHERE T2.country = 'Haiti' OR T1.cell_mobile_number = '09700166582',False,SELECT DISTINCT s.first_name FROM Students AS s JOIN Addresses AS a ON s.permanent_address_id = a.address_id WHERE a.country = 'Haiti' OR s.cell_mobile_number = '09700166582',False
584,student_transcripts_tracking,What are the first names of the students who live in Haiti permanently or have the cell phone number 09700166582 ?,select t1.first_name from students as t1 join addresses as t2 on t1.permanent_address_id  =  t2.address_id where t2.country  =  'haiti' or t1.cell_mobile_number  =  '09700166582',medium,SELECT T1.first_name FROM Students AS T1 LEFT JOIN Addresses AS T2 ON T1.permanent_address_id = T2.address_id WHERE T2.country = 'Haiti' OR T1.cell_mobile_number = '09700166582',False,SELECT DISTINCT T1.first_name FROM Students AS T1 JOIN Addresses AS T2 ON T1.permanent_address_id = T2.address_id WHERE T2.country = 'Haiti' OR T1.cell_mobile_number = '09700166582',False
585,tvshow,List the title of all cartoons in alphabetical order.,SELECT Title FROM Cartoon ORDER BY title,medium,SELECT Title FROM Cartoon ORDER BY Title ASC,True,SELECT Title FROM Cartoon ORDER BY Title ASC,True
586,tvshow,What are the titles of the cartoons sorted alphabetically?,SELECT Title FROM Cartoon ORDER BY title,medium,SELECT Title FROM Cartoon ORDER BY Title,True,SELECT Title FROM Cartoon ORDER BY Title ASC,True
587,tvshow,"List all cartoon directed by ""Ben Jones"".","SELECT Title FROM Cartoon WHERE Directed_by = ""Ben Jones"";",easy,SELECT * FROM Cartoon WHERE Directed_by = 'Ben Jones',False,SELECT Title FROM Cartoon WHERE Directed_by = 'Ben Jones',True
588,tvshow,What are the names of all cartoons directed by Ben Jones?,"SELECT Title FROM Cartoon WHERE Directed_by = ""Ben Jones"";",easy,SELECT Title FROM Cartoon WHERE Directed_by = 'Ben Jones',True,SELECT T2.Title FROM TV_Channel AS T1 JOIN Cartoon AS T2 ON T1.id = T2.Channel WHERE T2.Directed_by = 'Ben Jones',True
589,tvshow,"How many cartoons were written by ""Joseph Kuhr""?","SELECT count(*) FROM Cartoon WHERE Written_by = ""Joseph Kuhr"";",easy,SELECT COUNT(*) FROM Cartoon WHERE Written_by = 'Joseph Kuhr',True,SELECT COUNT(*) FROM Cartoon WHERE Written_by = 'Joseph Kuhr',True
590,tvshow,What is the number of cartoones written by Joseph Kuhr?,"SELECT count(*) FROM Cartoon WHERE Written_by = ""Joseph Kuhr"";",easy,SELECT COUNT(*) FROM Cartoon WHERE Written_by = 'Joseph Kuhr',True,SELECT COUNT(*) FROM Cartoon WHERE Written_by = 'Joseph Kuhr',True
591,tvshow,list all cartoon titles and their directors ordered by their air date,"SELECT title ,  Directed_by FROM Cartoon ORDER BY Original_air_date",medium,"SELECT Title, Directed_by FROM Cartoon ORDER BY Original_air_date",True,"SELECT Title, Directed_by FROM Cartoon ORDER BY Original_air_date",True
592,tvshow,What is the name and directors of all the cartoons that are ordered by air date?,"SELECT title ,  Directed_by FROM Cartoon ORDER BY Original_air_date",medium,"SELECT Title, Directed_by FROM Cartoon ORDER BY Original_air_date",True,"SELECT Title, Directed_by FROM Cartoon ORDER BY Original_air_date",True
593,tvshow,"List the title of all cartoon directed by ""Ben Jones"" or ""Brandon Vietti"".","SELECT Title FROM Cartoon WHERE Directed_by = ""Ben Jones"" OR Directed_by = ""Brandon Vietti"";",easy,SELECT Title FROM Cartoon WHERE Directed_by = 'Ben Jones' OR Directed_by = 'Brandon Vietti',True,"SELECT Title FROM Cartoon WHERE Directed_by = ""Ben Jones"" OR Directed_by = ""Brandon Vietti""",True
594,tvshow,What are the titles of all cartoons directed by Ben Jones or Brandon Vietti?,"SELECT Title FROM Cartoon WHERE Directed_by = ""Ben Jones"" OR Directed_by = ""Brandon Vietti"";",easy,SELECT Title FROM Cartoon WHERE Directed_by = 'Ben Jones' OR Directed_by = 'Brandon Vietti',True,SELECT Title FROM Cartoon WHERE Directed_by = 'Ben Jones' OR Directed_by = 'Brandon Vietti',True
595,tvshow,Which country has the most of TV Channels? List the country and number of TV Channels it has.,"SELECT Country ,  count(*) FROM TV_Channel GROUP BY Country ORDER BY count(*) DESC LIMIT 1;",hard,"SELECT Country, COUNT(*) FROM TV_Channel GROUP BY Country ORDER BY COUNT(*) DESC LIMIT 1",True,"SELECT Country, COUNT(*) AS channel_count FROM TV_Channel GROUP BY Country ORDER BY channel_count DESC LIMIT 1",True
596,tvshow,What is the country with the most number of TV Channels and how many does it have?,"SELECT Country ,  count(*) FROM TV_Channel GROUP BY Country ORDER BY count(*) DESC LIMIT 1;",hard,"SELECT Country, COUNT(*) FROM TV_Channel GROUP BY Country ORDER BY COUNT(*) DESC LIMIT 1",True,"SELECT Country, COUNT(*) AS channel_count FROM TV_Channel GROUP BY Country ORDER BY channel_count DESC LIMIT 1",True
597,tvshow,List the number of different series names and contents in the TV Channel table.,"SELECT count(DISTINCT series_name) ,  count(DISTINCT content) FROM TV_Channel;",easy,"SELECT COUNT(DISTINCT series_name), COUNT(DISTINCT Content) FROM TV_Channel",True,"SELECT COUNT(DISTINCT series_name) AS distinct_series_count, COUNT(DISTINCT Content) AS distinct_content_count FROM TV_Channel",True
598,tvshow,How many different series and contents are listed in the TV Channel table?,"SELECT count(DISTINCT series_name) ,  count(DISTINCT content) FROM TV_Channel;",easy,"SELECT COUNT(DISTINCT series_name), COUNT(DISTINCT Content) FROM TV_Channel",True,"SELECT COUNT(DISTINCT series_name) AS different_series, COUNT(DISTINCT Content) AS different_contents FROM TV_Channel",True
599,tvshow,"What is the content of TV Channel with serial name ""Sky Radio""?","SELECT Content FROM TV_Channel WHERE series_name = ""Sky Radio"";",easy,SELECT Content FROM TV_Channel WHERE series_name = 'Sky Radio',True,"SELECT Content FROM TV_Channel WHERE series_name = ""Sky Radio""",True
600,tvshow,What is the content of the series Sky Radio?,"SELECT Content FROM TV_Channel WHERE series_name = ""Sky Radio"";",easy,SELECT Content FROM TV_Channel WHERE series_name = 'Sky Radio',True,"SELECT Content FROM TV_Channel WHERE series_name = ""Sky Radio""",True
601,tvshow,"What is the Package Option of TV Channel with serial name ""Sky Radio""?","SELECT Package_Option FROM TV_Channel WHERE series_name = ""Sky Radio"";",easy,SELECT Package_Option FROM TV_Channel WHERE series_name = 'Sky Radio',True,SELECT Package_Option FROM TV_Channel WHERE series_name = 'Sky Radio',True
602,tvshow,What are the Package Options of the TV Channels whose series names are Sky Radio?,"SELECT Package_Option FROM TV_Channel WHERE series_name = ""Sky Radio"";",easy,SELECT Package_Option FROM TV_Channel WHERE series_name = 'Sky Radio',True,SELECT Package_Option FROM TV_Channel WHERE series_name = 'Sky Radio',True
603,tvshow,How many TV Channel using language English?,"SELECT count(*) FROM TV_Channel WHERE LANGUAGE = ""English"";",easy,SELECT COUNT(*) FROM TV_Channel WHERE Language = 'English',True,SELECT COUNT(*) FROM TV_Channel WHERE Language = 'English',True
